?Threat Description,Malware
"Chrispinus Wekesaÿreports: The Nairobi government has remained silent after the Mama Lucy Kibaki Hospital was burglaried (sic) and medical records stolen. Staff at the hospital said on Tuesday night, unknown people broke into the procurement office and stole medical records. Health CEC Bernard Muia and superintendent Musa Mohamed were reluctant to speak to the Star. <a href='https://www.databreaches.net/city-hall-mum-on-burglary-at-mama-lucy-hospital-medical-records-vouchers-gone/' class='excerpt-more'>[...]</a>",IdentityThreat
"A claimed breach involving gaming community FeverClan, announced on Twitter last night, has FeverClan in response mode. @Allergically announced the hack: Feverclan.comÿwith over 50,000 Users was hacked on 9/28/16 Hashed Passwords, Emails, Ip&#8217;s, and more.@pr0jekkt @FeverClan pic.twitter.com/MhzVuxMf7s ? ???? (@Allergically) September 29, 2016 &#160; It appears that @Pr0jekkt is taking credit for it: @Allergically @FeverClan <a href='https://www.databreaches.net/feverclan-responds-to-notification-of-claimed-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"In what is likelyÿto infuriate those who believe that the Federal Trade Commissionÿhas already abused its authority in its relentless enforcement action againstÿa small cancer-detecting laboratory, the FTC has denied LabMD&#8217;s application for a stay of their final orderÿÿwhile LabMD appeals to a federal court. In explaining its denial, theÿCommission said it looked at four <a href='https://www.databreaches.net/ftc-denies-labmds-application-for-a-stay-of-commissions-final-order/' class='excerpt-more'>[...]</a>",InsiderThreat
"Radio New Zealand reports: Data of about 76,000 people may have been leaked in a security breach of a cloud server used by media company NZME. The company, whose portfolio includesÿThe New Zealand Herald, said data may have been accessed through a third party cloud server holding information collected through competitions and some client data. <a href='https://www.databreaches.net/nzme-data-accessed-in-security-breach/' class='excerpt-more'>[...]</a>",InsiderThreat
"Well, it seems InfoArmor is calling b.s. on claims that Yahoo! was hacked by state actors.ÿ The overview from their report: Yahoo was compromised in 2014 by a group of professional blackhats who were hired to compromise customer databases from a variety of different targeted organizations. Some of their initial targets, which occurred in 2012 <a href='https://www.databreaches.net/infoarmor-yahoo-data-breach-investigation/' class='excerpt-more'>[...]</a>",IdentityThreat
"Oof. This notificationÿfrom the New Jersey Spine Center, sent to patients on September 22,ÿdescribes a real disaster where not only essential patient files and credit card information were locked up, but their most recent backup was too. ÿNo wonder they paid the ransom. On July 27, 2016, our computer systems were attacked by a malware <a href='https://www.databreaches.net/nj-spine-center-saw-no-other-option-but-to-pay-ransom/' class='excerpt-more'>[...]</a>",IdentityThreat
"Sometimes the personal connection to a breach does get legislators off the dime. Lee Davidson reports: The wife of Sen. Stuart Reid, R-Ogden, was among ÿ780,000 victims of a Utah health data security breach last March. On Wednesday, Reid passed through the Senate a bill designed to help prevent such breaches in the future. SB20, <a href='https://www.databreaches.net/bill-advances-to-help-prevent-state-data-breaches/' class='excerpt-more'>[...]</a>",IdentityThreat
"Sometimes the personal connection to a breach does get legislators off the dime. Lee Davidson reports: The wife of Sen. Stuart Reid, R-Ogden, was among 780,000 victims of a Utah health data security breach last March. On Wednesday, Reid passed through the Senate a bill designed to help prevent such breaches in the future. SB20, <a href='https://www.databreaches.net/bill-advances-to-help-prevent-state-data-breaches-2/' class='excerpt-more'>[...]</a>",IdentityThreat
"Casey Murphy reports: An employee of the Northeast Texas Public Health district was arrested earlier this month for allegedly stealing the identities of hundreds of patients at a Mount Pleasant clinic she worked for before moving to Tyler. Selena Patino, 38, of Mount Pleasant, was arrested by the Titus County Sherriff?s Office on Jan. 4 <a href='https://www.databreaches.net/former-employee-of-texas-department-of-state-health-services-charged-with-theft-of-hundreds-of-patients-information/' class='excerpt-more'>[...]</a>",IdentityThreat
"Back in June 2012, the Department of Justice announced thatÿAlci Bonannee had been arrested and charged with ID theft in a massive tax refund fraud scheme. At the time, they found evidence that over 1,000 fraudulent returns had been filed by Bonannee and her co-conspirators betweenÿJanuary 2011 and June 6, 2012. This week, Bonannee was <a href='https://www.databreaches.net/leader-of-florida-id-theft-ring-convicted-2/' class='excerpt-more'>[...]</a>",InsiderThreat
"Evan Brown writes: Palleschi v. Cassano, ? N.Y.S.2d ?, 2013 WL 322573 (N.Y.A.D. 1 Dept. January 29, 2013) Petitioner ? an emergency medical services supervisor and lieutenant in the New York Fire Department ? admitted that he posted a picture to Facebook of a computer screen containing confidential and privileged information about a 911 caller?s <a href='https://www.databreaches.net/court-upholds-firing-of-fdny-lieutenant-who-posted-911-caller-info-on-facebook/' class='excerpt-more'>[...]</a>",IdentityThreat
"Back in June 2012, the Department of Justice announced thatÿAlci Bonannee had been arrested and charged with ID theft in a massive tax refund fraud scheme. At the time, they found evidence that over 1,000 fraudulent returns had been filed by Bonannee and her co-conspirators betweenÿJanuary 2011 and June 6, 2012. This week, Bonannee was <a href='https://www.databreaches.net/leader-of-florida-id-theft-ring-convicted/' class='excerpt-more'>[...]</a>",InsiderThreat
More snoops fired. Tyler Kula reports: Hospital staff have reportedly been fired after a privacy breach at Bluewater Health. Multiple sources told The Observer Monday as many as 17 people were dismissed after non-clinical staff accessed patient information through a password-protected system ? without authorization ? earlier this month. Sources told The Observer that at <a href='https://www.databreaches.net/ca-sources-say-information-accessed-related-to-noelle-paquette-murder/' class='excerpt-more'>[...]</a>,IdentityThreat
"Kevin Rector reports: Sitting around a broad table in a nondescript office in Reisterstown (Maryland) last week, more than a dozen mental health advocates, medical professionals and law enforcement officials stared tensely at one another. Nearly a month after the state-created task force issued a report outlining its findings on psychiatric patients&#8217; access to firearms, <a href='https://www.databreaches.net/docs-n-guns-part-2-psychiatrists-mental-health-advocates-uneasy-with-gun-policy-prescriptions/' class='excerpt-more'>[...]</a>",IdentityThreat
The current issue of the British Medical Journal has an article byÿClare Dyer on disciplinary proceedings involving a psychiatrist who discussed a patient&#8217;s case on a crowded train. The NHS trust that runs Broadmoor secure hospital can go ahead with disciplinary action against a consultant forensic psychiatrist who discussed a patient&#8217;s medical report with a <a href='https://www.databreaches.net/disciplinary-panel-can-proceed-against-doctor-who-discussed-patients-details-on-train-say-judges/' class='excerpt-more'>[...]</a>,IdentityThreat
"Now what were folks saying about human error being the single biggest cause of breaches? And did anyone say how much human error was &#8220;acceptable&#8221; or to be expected? When does the public say, &#8220;This is too much?&#8221; Brook Sabin reports: The ACC ÿ[Accident Compensation Corporation] is still breaching people&#8217;s privacy at an average rate <a href='https://www.databreaches.net/nz-543-acc-privacy-breaches-since-last-year/' class='excerpt-more'>[...]</a>",IdentityThreat
"Kathleen Struck reports: Hacking into patient medical records can be as easy as tapping into a hospital&#8217;s unsecured wireless network from a laptop in the parking lot. Government auditors proved it &#8220;by sitting in hospital parking lots with simple laptop computers&#8221; and obtaining &#8220;patient information from unsecured hospital wireless networks,&#8221; according to Julie K. Taitsman, <a href='https://www.databreaches.net/better-safeguards-urged-for-medical-records/' class='excerpt-more'>[...]</a>",IdentityThreat
